Keyword,Intent,Volume,Trend,Keyword Difficulty,CPC (USD),Competitive Density,SERP Features,Number of Results,seed_word,source_file
animal soul quiz,"Informational, Commercial",9900,"0.66,1.00,0.81,0.81,0.66,0.81,0.81,1.00,0.81,0.00,0.08,1.00",13,0.17,0.24,"Sitelinks, Image, Image pack, Video, Video carousel, People also ask, Related searches",9.0,anime,anime_broad-match_us_2025-12-12.csv
anime azumanga,"Informational, Transactional",9900,"0.00,0.01,0.02,0.00,1.00,0.29,0.54,0.24,0.36,0.00,0.03,0.36",28,2.23,0.0,"Sitelinks, Image, Image pack, Video, Video carousel, Knowledge panel, Discussions and forums, Related searches",6.0,anime,anime_broad-match_us_2025-12-12.csv
anime coloring pages,Informational,9900,"0.67,0.67,0.67,0.81,0.67,1.00,1.00,1.00,0.81,0.44,0.54,0.67",25,0.98,0.04,"Sitelinks, Image, Video, Knowledge panel, Related searches",59800000.0,anime,anime_broad-match_us_2025-12-12.csv
anime tattoos,Informational,9900,"0.83,0.69,0.69,0.55,0.69,1.00,0.83,1.00,0.69,0.55,0.55,0.69",29,1.05,0.0,"Sitelinks, Image, Image pack, Video, Short videos, People also ask, Related searches",63000000.0,anime,anime_broad-match_us_2025-12-12.csv
cincinnati animal care,Navigational,9900,"1.00,0.81,1.00,1.00,0.81,1.00,0.66,1.00,1.00,1.00,0.81,0.81",28,2.6,0.05,"Sitelinks, Image, Image pack, Video, Video carousel, People also ask, Related searches",10.0,anime,anime_broad-match_us_2025-12-12.csv
crossroads animal hospital,"Navigational, Commercial",9900,"0.54,0.66,0.66,0.54,0.66,0.54,0.54,0.54,1.00,0.36,0.54,0.81",24,1.75,0.07,"Sitelinks, Image pack, Video, Local pack, Related searches",10.0,anime,anime_broad-match_us_2025-12-12.csv
free anime streaming sites,Informational,9900,"0.54,0.54,0.66,1.00,0.54,0.54,0.36,0.44,0.29,0.54,0.81,1.00",29,4.74,0.08,"Sitelinks, Image, Video, Video carousel, Knowledge panel, Related searches",551000000.0,anime,anime_broad-match_us_2025-12-12.csv
highland cow stuffed animal,Informational,9900,"0.66,1.00,0.81,0.66,0.54,0.29,0.24,0.24,0.19,0.24,0.36,0.44",22,0.76,1.0,"Sitelinks, Image, Image pack, Video, Related searches, Popular products",9.0,anime,anime_broad-match_us_2025-12-12.csv
jk animes,Informational,9900,"0.36,0.19,0.16,1.00,0.54,0.54,0.19,0.19,0.29,0.54,0.29,0.19",25,2.54,0.0,"Sitelinks, Image, Video, Related searches",7.0,anime,anime_broad-match_us_2025-12-12.csv
quiz totem animal,"Informational, Commercial",9900,"0.07,0.01,0.04,0.00,0.66,1.00,0.81,0.81,0.44,0.00,0.04,0.54",16,0.17,0.24,"Sitelinks, Video, Related searches, Ads bottom",1050000.0,anime,anime_broad-match_us_2025-12-12.csv
rio animated film,Informational,9900,"0.00,0.00,0.01,0.00,0.00,0.00,1.00,0.44,0.36,0.00,0.00,0.36",25,0.08,0.0,"Sitelinks, Image, Image pack, Video, Video carousel, People also ask, Knowledge panel, Related searches",6.0,anime,anime_broad-match_us_2025-12-12.csv
sacramento front street animal,Navigational,9900,"0.04,0.01,0.02,0.00,1.00,0.81,1.00,0.54,0.24,0.00,0.03,0.44",22,0.58,0.02,"Sitelinks, Image pack, Video, People also ask, Knowledge panel, Related searches",10.0,anime,anime_broad-match_us_2025-12-12.csv
shonen anime,"Informational, Commercial",9900,"0.54,0.54,0.81,0.67,0.54,0.81,0.67,0.81,0.81,1.00,0.81,0.81",20,2.14,0.0,"Sitelinks, Image, Image pack, Video, Related searches",6.0,anime,anime_broad-match_us_2025-12-12.csv
123 anime,"Informational, Transactional",8100,"0.67,0.44,0.81,1.00,0.54,0.67,0.44,0.23,0.12,0.36,1.00,0.54",6,6.26,0.0,"Sitelinks, Image, Image pack, Video, Related searches",396000000.0,anime,anime_broad-match_us_2025-12-12.csv
anima mundi,Navigational,8100,"1.00,0.81,1.00,0.81,1.00,0.67,1.00,1.00,0.81,0.81,1.00,0.81",20,1.29,0.82,"Sitelinks, Image pack, Video, People also ask, Local pack, Related searches, See results about",10.0,anime,anime_broad-match_us_2025-12-12.csv
animal africano,Informational,8100,"0.00,0.00,0.00,0.00,0.67,0.81,1.00,0.00,0.00,0.00,0.04,0.29",28,3.94,0.04,"Image, Image pack, Video, Video carousel, People also ask, Carousel, Related searches",39600000.0,anime,anime_broad-match_us_2025-12-12.csv
animal husbandry and,"Informational, Transactional",8100,"0.66,0.54,0.54,0.66,0.66,0.66,1.00,0.81,0.54,0.00,0.03,0.54",23,10.01,0.01,"Sitelinks, AI Overview, Image pack, Video, Video carousel, Related searches",10.0,anime,anime_broad-match_us_2025-12-12.csv
animal kingdom restaurants,Commercial,8100,"0.67,0.67,0.54,1.00,0.67,0.67,0.36,0.36,0.67,0.54,0.44,0.54",24,0.16,0.07,"Sitelinks, AI Overview, Image, Video, Local pack, Related searches",,anime,anime_broad-match_us_2025-12-12.csv
animal poison control,Informational,8100,"0.81,0.81,1.00,0.81,0.81,0.81,0.67,0.81,0.81,0.81,1.00,1.00",13,3.44,0.62,"Featured snippet, Sitelinks, People also ask, Ads middle",8.0,anime,anime_broad-match_us_2025-12-12.csv
animal trivia,"Informational, Commercial",8100,"0.66,0.81,0.81,0.81,0.66,0.81,0.81,1.00,0.81,0.81,0.66,0.66",12,0.05,0.3,"Image pack, Video carousel, Related searches",,anime,anime_broad-match_us_2025-12-12.csv
anime lt,Informational,8100,"0.00,0.01,0.02,0.00,0.81,0.81,1.00,0.67,0.00,0.00,0.00,0.00",27,0.84,0.0,"Sitelinks, Image, Image pack, Video, Related searches",10.0,anime,anime_broad-match_us_2025-12-12.csv
anime movie wolf brigade,"Informational, Transactional",8100,"0.04,0.01,0.02,0.00,1.00,0.81,0.67,0.00,0.00,0.00,0.00,0.44",18,4.25,0.0,"Sitelinks, Image, Image pack, Video, Video carousel, Knowledge panel, Related searches",10.0,anime,anime_broad-match_us_2025-12-12.csv
anime sex dolls,Commercial,8100,"0.81,0.81,0.81,0.36,0.44,1.00,0.44,0.81,1.00,1.00,1.00,0.81",16,0.55,0.09,Sitelinks,9.0,anime,anime_broad-match_us_2025-12-12.csv
anime yt,Informational,8100,"0.36,0.29,0.36,0.66,1.00,0.66,0.44,0.19,0.29,0.66,0.36,0.66",26,2.4,0.0,"Sitelinks, Image, Video, Related searches",401000000.0,anime,anime_broad-match_us_2025-12-12.csv
camarillo animal shelter,Navigational,8100,"0.81,0.67,1.00,1.00,0.81,0.67,0.67,0.81,1.00,0.81,0.67,0.54",29,0.68,0.01,"Sitelinks, Image, Image pack, Video, Knowledge panel, Related searches",10.0,anime,anime_broad-match_us_2025-12-12.csv
do animals go to heaven,Informational,8100,"0.81,0.66,0.44,0.66,0.81,1.00,1.00,1.00,0.81,0.81,0.81,0.81",15,0.35,0.03,"AI Overview, Image, Video, People also ask, Discussions and forums, Related searches",121000000.0,anime,anime_broad-match_us_2025-12-12.csv
film anime movie,Commercial,8100,"0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.02,0.30",28,0.46,0.01,"Sitelinks, Image, Image pack, Video, Discussions and forums, Related searches",10.0,anime,anime_broad-match_us_2025-12-12.csv
frosted animal crackers,"Informational, Transactional",8100,"0.82,0.55,0.67,0.67,0.82,0.82,0.82,0.82,0.82,0.82,1.00,0.55",21,0.3,0.92,"Sitelinks, Image, Image pack, Video, Video carousel, People also ask, Related searches, Popular products, Things to know",10.0,anime,anime_broad-match_us_2025-12-12.csv
harmony animal hospital,Commercial,8100,"0.66,0.66,0.66,1.00,0.66,0.81,0.81,0.81,0.81,0.66,0.81,0.66",16,2.15,0.14,"Sitelinks, Image, Video, Local pack, Related searches",14500000.0,anime,anime_broad-match_us_2025-12-12.csv
hello kitty stuffed animal,"Informational, Transactional",8100,"0.24,0.54,0.81,1.00,0.24,0.24,0.16,0.19,0.16,0.16,0.16,0.44",25,0.4,0.74,"Sitelinks, Image, Image pack, Video, Related searches, Popular products",20400000.0,anime,anime_broad-match_us_2025-12-12.csv
national animal of scotland,Informational,8100,"0.63,0.63,0.81,0.81,0.81,1.00,1.00,1.00,0.63,0.63,0.63,0.50",27,0.1,0.0,"Sitelinks, AI Overview, Instant answer, Image, Image pack, Video, Knowledge panel, Related searches",10.0,anime,anime_broad-match_us_2025-12-12.csv
new animal crossing,"Informational, Transactional",8100,"0.24,0.44,0.54,0.54,0.29,0.44,0.66,0.36,0.44,1.00,0.66,0.54",27,0.68,0.02,"Sitelinks, Image, Image pack, Video, Video carousel, Knowledge panel, Discussions and forums, Related searches, Popular products",9.0,anime,anime_broad-match_us_2025-12-12.csv
new animal crossing game,"Informational, Transactional",8100,"0.19,0.24,0.36,0.54,0.29,0.36,0.54,0.24,0.81,1.00,0.24,0.24",29,0.68,0.02,"Sitelinks, Image, Video, Video carousel, Short videos, People also ask, Knowledge panel, Top stories, Discussions and forums, Related searches, Things to know",169000000.0,anime,anime_broad-match_us_2025-12-12.csv
rarest animal in the world,Informational,8100,"0.29,0.36,0.44,0.36,0.44,0.54,1.00,1.00,0.44,0.54,0.44,0.44",29,2.6,0.0,"AI Overview, Image, Image pack, Video, People also ask, Related searches",10.0,anime,anime_broad-match_us_2025-12-12.csv
stuffed animal hammock,Commercial,8100,"0.67,0.67,0.81,1.00,0.67,0.81,0.81,0.67,0.67,0.67,1.00,0.67",26,0.41,1.0,"Sitelinks, Image, Image pack, Video, Discussions and forums, Related searches, Popular products",3140000.0,anime,anime_broad-match_us_2025-12-12.csv
what is the smartest animal,Informational,8100,"0.81,0.81,0.81,0.81,0.81,0.81,1.00,1.00,0.67,0.67,0.67,0.67",27,2.77,0.0,"Sitelinks, AI Overview, Image, Video, Video carousel, People also ask, Related searches",9.0,anime,anime_broad-match_us_2025-12-12.csv
animal crossing amiibo cards,Commercial,6600,"0.55,0.55,0.64,1.00,0.36,0.36,0.36,0.55,0.55,0.36,0.64,0.55",28,0.32,0.94,"Sitelinks, Image, Image pack, Video, Video carousel, Discussions and forums, Related searches, Popular products",2230000.0,anime,anime_broad-match_us_2025-12-12.csv
animal crossing gamecube,Informational,6600,"0.24,0.24,0.29,0.36,0.29,0.10,0.24,0.24,0.29,1.00,0.44,0.16",26,0.09,0.38,"Sitelinks, AI Overview, Image, Video, Discussions and forums, Related searches, Popular products, See results about",,anime,anime_broad-match_us_2025-12-12.csv
animal crossing games,Informational,6600,"0.36,0.67,1.00,0.82,0.55,0.67,0.67,0.67,0.67,0.67,0.36,0.44",27,0.41,0.37,"Sitelinks, Image, Image pack, Video, Video carousel, Knowledge panel, Discussions and forums, Related searches, Popular products",9.0,anime,anime_broad-match_us_2025-12-12.csv
animal crossing switch 2,Informational,6600,"0.01,0.00,0.02,0.24,0.19,0.10,0.66,0.24,1.00,0.81,0.81,0.66",26,0.46,0.28,"Sitelinks, AI Overview, Image, Video, Video carousel, People also ask, Related searches, Popular products",91200000.0,anime,anime_broad-match_us_2025-12-12.csv
animal defense league,"Navigational, Commercial",6600,"0.66,0.54,0.54,1.00,0.81,0.81,0.66,0.66,0.81,0.54,0.44,0.81",23,4.25,0.03,"Sitelinks, Image pack, Video, Video carousel, Local pack, Related searches",10.0,anime,anime_broad-match_us_2025-12-12.csv
animal kingdom orlando,Informational,6600,"0.67,0.67,0.82,0.82,0.82,1.00,1.00,0.67,0.67,0.82,0.82,0.55",28,0.48,0.55,"Sitelinks, Image, Image pack, Video, People also ask, Knowledge panel, Related searches, Things to know, Ads bottom",10.0,anime,anime_broad-match_us_2025-12-12.csv
animal style in n out,Informational,6600,"0.54,0.36,0.29,0.66,0.54,1.00,0.66,0.44,0.54,0.54,0.54,0.66",25,0.02,0.01,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, Related searches",7.0,anime,anime_broad-match_us_2025-12-12.csv
animal tracking bracelet,Commercial,6600,"0.36,0.66,1.00,0.29,0.24,0.24,0.24,0.24,0.24,0.44,0.29,0.19",12,1.26,1.0,"Sitelinks, Image, Image pack, Video, Video carousel, People also ask, Related searches, Popular products, Things to know",9.0,anime,anime_broad-match_us_2025-12-12.csv
animal worms in dogs,Informational,6600,"0.20,0.02,0.06,0.00,0.01,1.00,1.00,0.67,0.67,0.00,0.09,0.54",15,0.33,0.58,"AI Overview, Image, Image pack, Video carousel, Related searches",9.0,anime,anime_broad-match_us_2025-12-12.csv
anime eye,Informational,6600,"0.82,0.66,0.82,1.00,0.55,0.66,0.66,0.82,1.00,1.00,0.82,0.82",26,0.51,0.0,"Image, Image pack, Video, Discussions and forums, Related searches, Things to know",1250000000.0,anime,anime_broad-match_us_2025-12-12.csv
anime for gays,Commercial,6600,"0.00,0.02,0.07,0.01,0.81,1.00,1.00,0.66,0.66,0.00,0.08,0.00",20,1.77,0.0,"Sitelinks, Image, Image pack, Video, Discussions and forums, Related searches",10.0,anime,anime_broad-match_us_2025-12-12.csv
anime sexey,"Informational, Commercial",6600,"0.00,0.00,0.01,0.00,0.24,0.00,1.00,0.00,0.00,0.00,0.00,0.00",20,1.09,0.0,"Sitelinks, Discussions and forums",10.0,anime,anime_broad-match_us_2025-12-12.csv
anime shows in japanese,"Informational, Commercial",6600,"0.00,0.00,0.02,0.00,0.16,0.81,1.00,0.36,0.00,0.00,0.00,0.00",27,1.99,0.0,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, Discussions and forums, Related searches",9.0,anime,anime_broad-match_us_2025-12-12.csv
anime tattoo,Informational,6600,"0.36,1.00,1.00,0.36,0.44,0.81,0.67,0.81,0.53,0.81,0.67,0.67",29,1.2,0.0,"Sitelinks, Image, Image pack, Video, People also ask, Related searches",137000000.0,anime,anime_broad-match_us_2025-12-12.csv
anime world,Commercial,6600,"0.35,0.44,0.67,0.81,0.44,0.54,1.00,0.54,1.00,1.00,0.81,1.00",29,3.17,0.01,"Sitelinks, Image, Image pack, Video, People also ask, Related searches",10.0,anime,anime_broad-match_us_2025-12-12.csv
arco animated film cast,"Informational, Transactional",6600,"0.81,0.81,0.66,0.81,0.81,1.00,0.81,1.00,1.00,1.00,0.81,0.00",24,0.36,0.09,"Image, Image pack, Video, Video carousel, Knowledge panel, Related searches",10.0,anime,anime_broad-match_us_2025-12-12.csv
axolotl stuffed animal,"Informational, Transactional",6600,"0.44,1.00,0.81,0.67,0.44,0.36,0.36,0.30,0.44,0.44,0.44,0.44",15,0.48,0.86,"Sitelinks, Image, Image pack, Video, People also ask, Related searches, Popular products, Things to know",3330000.0,anime,anime_broad-match_us_2025-12-12.csv
davis county animal shelter,"Informational, Transactional",6600,"0.81,0.81,0.81,0.81,0.81,1.00,1.00,1.00,0.81,1.00,1.00,0.81",27,5.6,0.0,"Sitelinks, Image, Image pack, Video, Knowledge panel, Related searches",10.0,anime,anime_broad-match_us_2025-12-12.csv
dc animated,"Informational, Transactional",6600,"1.00,0.81,0.54,0.44,0.36,0.36,0.30,0.36,0.30,0.54,0.23,0.44",29,1.3,0.01,"Sitelinks, Image, Image pack, Video, Video carousel, People also ask, Related searches, See results about, Things to know",10.0,anime,anime_broad-match_us_2025-12-12.csv
devore animal shelter,"Informational, Transactional",6600,"0.54,0.66,0.54,1.00,0.81,0.81,0.54,0.66,0.81,0.81,0.66,0.54",26,0.71,0.01,"Sitelinks, Image, Video, People also ask, Knowledge panel, Related searches",370000.0,anime,anime_broad-match_us_2025-12-12.csv
dibujos animados,Informational,6600,"0.81,0.81,0.81,0.54,0.66,0.66,1.00,0.81,0.81,0.81,0.66,1.00",26,0.51,0.09,"Image, Image pack, Video, Related searches",10.0,anime,anime_broad-match_us_2025-12-12.csv
disney art of animation resort,Navigational,6600,"0.81,0.35,0.67,0.44,0.81,1.00,0.35,0.15,0.30,0.44,0.24,0.30",24,0.66,0.42,"Sitelinks, Image, Image pack, Video, Video carousel, People also ask, Related searches",9.0,anime,anime_broad-match_us_2025-12-12.csv
drawing anime,Informational,6600,"0.29,0.44,0.67,0.55,0.36,0.36,0.82,1.00,0.29,0.36,0.44,0.67",26,0.69,0.0,"Sitelinks, Image, Image pack, Video, Discussions and forums, Related searches",9.0,anime,anime_broad-match_us_2025-12-12.csv
forest and animal,"Informational, Transactional",6600,"0.00,0.00,0.03,0.00,0.00,0.00,1.00,0.54,0.44,0.00,0.04,0.16",26,0.36,0.07,"Image, Image pack, Video, Video carousel, Carousel, Related searches",6.0,anime,anime_broad-match_us_2025-12-12.csv
free anime website,Commercial,6600,"0.55,0.44,1.00,0.82,1.00,0.29,0.20,0.29,0.29,0.20,0.67,0.44",27,3.88,0.03,"Sitelinks, Image, Video, Related searches",1440000000.0,anime,anime_broad-match_us_2025-12-12.csv
madagascar animals,Informational,6600,"0.66,0.83,0.66,0.66,0.66,0.66,0.83,1.00,0.83,0.66,0.83,1.00",23,0.35,0.0,"Image, Image pack, Video, Video carousel, People also ask, Carousel, Related searches",9.0,anime,anime_broad-match_us_2025-12-12.csv
palm springs animal shelter,"Navigational, Commercial",6600,"0.81,0.81,1.00,1.00,0.81,1.00,0.81,0.81,0.81,0.81,1.00,0.66",27,0.47,0.02,"Sitelinks, Image, Image pack, Video, Video carousel, Local pack, Related searches",9.0,anime,anime_broad-match_us_2025-12-12.csv
providence animal shelter,"Navigational, Commercial",6600,"1.00,0.81,0.81,1.00,0.81,0.66,0.66,0.81,0.66,0.81,0.81,0.66",28,6.93,0.02,"Sitelinks, Image pack, Video, Local pack, Related searches",10.0,anime,anime_broad-match_us_2025-12-12.csv
trousers animal print,"Informational, Commercial",6600,"1.00,0.54,0.36,0.30,0.23,0.23,0.12,0.06,0.06,0.00,0.00,0.12",20,0.87,1.0,"Sitelinks, Image, Image pack, Video, Related searches, Popular products",7.0,anime,anime_broad-match_us_2025-12-12.csv
wake county animal center,"Navigational, Transactional",6600,"0.19,0.19,0.16,0.24,0.10,0.16,0.16,0.24,0.29,1.00,0.24,0.24",27,0.42,0.06,"Sitelinks, Image, Video, Knowledge panel, Related searches, Ads bottom",10.0,anime,anime_broad-match_us_2025-12-12.csv
weber county animal shelter,Navigational,6600,"0.54,0.54,0.66,0.54,0.54,0.54,1.00,0.66,0.54,0.54,0.54,0.44",28,4.06,0.0,"Sitelinks, Image, Video, Video carousel, Knowledge panel, Related searches",1050000.0,anime,anime_broad-match_us_2025-12-12.csv
2d animation,Informational,5400,"0.81,0.81,0.81,0.81,0.81,1.00,1.00,0.81,0.81,0.81,1.00,1.00",27,3.33,0.06,"Sitelinks, Image, Image pack, Video, People also ask, Related searches, Things to know",10.0,anime,anime_broad-match_us_2025-12-12.csv
anderson animal shelter,"Navigational, Commercial",5400,"1.00,0.82,0.82,1.00,0.82,0.82,0.66,0.82,0.82,0.82,0.82,0.66",26,0.41,0.03,"Sitelinks, Image, Image pack, Video, Local pack, Related searches",10.0,anime,anime_broad-match_us_2025-12-12.csv
animal and vegetal cell,Informational,5400,"0.08,0.02,0.07,0.00,0.66,0.54,1.00,0.01,0.02,0.00,0.01,0.54",28,3.13,0.01,"AI Overview, Image, Image pack, Video, Video carousel, People also ask, Related searches",9.0,anime,anime_broad-match_us_2025-12-12.csv
animal cell model,Informational,5400,"0.82,0.55,0.44,0.36,0.44,0.44,0.44,0.24,0.06,0.02,0.24,1.00",24,0.72,0.48,"AI Overview, Image, Image pack, Video, Video carousel, People also ask, Related searches, Things to know",10.0,anime,anime_broad-match_us_2025-12-12.csv
animal coloring sheets,Informational,5400,"0.29,0.66,0.54,0.29,0.12,0.29,0.36,0.36,0.29,0.36,0.19,1.00",24,1.27,0.12,"Image, Image pack, Video, Video carousel, People also ask, Related searches",9.0,anime,anime_broad-match_us_2025-12-12.csv
animal cookies,"Informational, Transactional",5400,"0.81,0.81,0.67,0.81,0.67,0.81,1.00,1.00,1.00,0.81,0.81,0.81",13,0.38,0.98,"Sitelinks, Image, Image pack, Video, Video carousel, People also ask, Related searches, Popular products, Things to know",10.0,anime,anime_broad-match_us_2025-12-12.csv
animal print dress,"Informational, Transactional",5400,"1.00,0.44,0.44,0.54,0.54,0.44,0.44,0.44,0.36,0.44,0.66,0.66",17,0.61,1.0,"Sitelinks, Image, Image pack, Video, People also ask, Related searches, Popular products, Things to know",10.0,anime,anime_broad-match_us_2025-12-12.csv
animal prints,Informational,5400,"0.66,0.44,0.24,0.66,0.54,0.44,0.54,0.36,0.44,0.54,0.44,1.00",16,0.63,0.75,"Sitelinks, Image, Image pack, Video, People also ask, Related searches, Popular products, Things to know",10.0,anime,anime_broad-match_us_2025-12-12.csv
animal skulls,Commercial,5400,"0.82,0.66,0.55,0.43,0.66,0.66,1.00,0.82,1.00,0.82,0.66,1.00",25,0.44,0.46,"Image, Image pack, Video, People also ask, Related searches, Things to know",34700000.0,anime,anime_broad-match_us_2025-12-12.csv
