phrase,seed_word,source_type,frequency,intent,volume,keyword_difficulty,cpc
jl audio subwoofer,audio,semrush,5400,"Informational, Commercial",5400,23,0.65
msnbc audio live,audio,semrush,5400,Informational,5400,26,0.73
ogg audio file to mp3,audio,semrush,5400,"Informational, Transactional",5400,9,0.0
q6 audi,audio,semrush,5400,"Informational, Navigational",5400,27,1.79
quest 3 no audio with link,audio,semrush,5400,Informational,5400,26,0.0
avatar mtg,avatar,semrush,8100,Informational,8100,26,0.63
the king's avatar,avatar,semrush,6600,Informational,6600,25,1.97
avatar magic the gathering,avatar,semrush,5400,Informational,5400,24,0.63
mtg avatar,avatar,semrush,5400,"Informational, Commercial",5400,25,0.63
best api search company's homepage,Best,semrush,165000,Commercial,165000,17,9.55
best black friday deals,Best,semrush,165000,Commercial,165000,26,0.78
best crossovers,Best,semrush,135000,Commercial,135000,21,3.67
best time to visit japan,Best,semrush,90500,Commercial,90500,23,0.59
best christmas pageant ever,Best,semrush,74000,Commercial,74000,28,0.28
best podcasts for motivation,Best,semrush,74000,Commercial,74000,22,0.24
best suvs for families,Best,semrush,74000,Commercial,74000,27,3.1
best airlines for long flights,Best,semrush,60500,Commercial,60500,18,0.76
best time to post on instagram,Best,semrush,60500,Commercial,60500,21,1.18
best water softener,Best,semrush,60500,Commercial,60500,29,3.79
best water softener system,Best,semrush,60500,Commercial,60500,23,3.79
best dad jokes,Best,semrush,49500,Commercial,49500,27,0.02
best restaurants,Best,semrush,49500,Commercial,49500,28,0.78
best sushi near me,Best,semrush,49500,Transactional,49500,24,0.79
best burger near me,Best,semrush,40500,Transactional,40500,24,0.91
best mattress for back pain,Best,semrush,40500,Commercial,40500,29,5.36
best switch games,Best,semrush,40500,Commercial,40500,21,0.07
best beaches in florida,Best,semrush,33100,Commercial,33100,22,0.49
best brunch near me,Best,semrush,33100,Transactional,33100,28,0.61
best egg loan,Best,semrush,33100,"Navigational, Commercial",33100,29,9.64
best espresso machine,Best,semrush,33100,Commercial,33100,29,0.6
best nintendo switch games,Best,semrush,33100,Commercial,33100,27,0.08
best pillow for neck pain,Best,semrush,33100,Commercial,33100,18,1.1
best western plus,Best,semrush,33100,Commercial,33100,25,3.42
best bars near me,Best,semrush,27100,Commercial,27100,19,0.89
best bible verses,Best,semrush,27100,Commercial,27100,24,0.01
best cyber monday deals,Best,semrush,27100,Commercial,27100,24,0.79
best dry shampoo,Best,semrush,27100,Commercial,27100,28,0.61
best ice cream near me,Best,semrush,27100,Commercial,27100,27,0.92
best mattress for side sleepers,Best,semrush,27100,Commercial,27100,18,5.12
best midsize suv,Best,semrush,27100,Commercial,27100,25,2.35
best noise cancelling earbuds,Best,semrush,27100,Commercial,27100,28,0.55
best pickleball paddles,Best,semrush,27100,Commercial,27100,20,0.49
best tacos near me,Best,semrush,27100,Transactional,27100,28,0.9
best tequila,Best,semrush,27100,Commercial,27100,21,0.32
best breakfast,Best,semrush,22200,Commercial,22200,29,0.33
best crypto to buy now,Best,semrush,22200,Commercial,22200,29,1.41
best friend friends,Best,semrush,22200,Commercial,22200,29,2.6
best friend las vegas,Best,semrush,22200,Commercial,22200,18,0.87
best mexican restaurants near me,Best,semrush,22200,Transactional,22200,19,0.43
best south park episodes,Best,semrush,22200,Commercial,22200,26,0.01
best states to live in,Best,semrush,22200,Commercial,22200,24,0.31
best 3 row suv,Best,semrush,18100,Commercial,18100,26,3.02
best 3d printer,Best,semrush,18100,Commercial,18100,29,0.81
best apples for apple pie,Best,semrush,18100,Informational,18100,25,0.03
best baby monitor,Best,semrush,18100,Commercial,18100,22,0.79
best board games,Best,semrush,18100,Commercial,18100,26,0.11
best bourbon,Best,semrush,18100,Commercial,18100,27,0.39
best curly hair products,Best,semrush,18100,Commercial,18100,28,1.43
best happy hour near me,Best,semrush,18100,Transactional,18100,29,0.83
best interest assessors,Best,semrush,18100,Commercial,18100,13,1.63
best matcha powder,Best,semrush,18100,Commercial,18100,26,0.62
best pick up lines,Best,semrush,18100,Commercial,18100,28,0.01
best places to live in the us,Best,semrush,18100,Commercial,18100,22,0.32
best sandwiches near me,Best,semrush,18100,Transactional,18100,22,0.84
best shampoo for oily hair,Best,semrush,18100,Commercial,18100,28,1.14
best tea for sore throat,Best,semrush,18100,Commercial,18100,28,0.03
best tinted moisturizer,Best,semrush,18100,Commercial,18100,26,0.34
best tricep exercises,Best,semrush,18100,Commercial,18100,17,0.03
best walking pad,Best,semrush,18100,Commercial,18100,29,0.68
best whiskey,Best,semrush,18100,Commercial,18100,17,1.46
best advent calendars 2024,Best,semrush,14800,Commercial,14800,26,0.2
best breast pumps,Best,semrush,14800,Commercial,14800,25,0.73
best clarifying shampoo,Best,semrush,14800,Commercial,14800,25,0.33
best clash royale deck,Best,semrush,14800,Commercial,14800,28,0.01
best clash royale decks,Best,semrush,14800,Commercial,14800,26,0.01
best cruise lines for adults,Best,semrush,14800,Commercial,14800,20,1.53
best curling iron,Best,semrush,14800,Commercial,14800,29,0.7
best defense for fantasy football 2025,Best,semrush,14800,Commercial,14800,24,0.27
best drugstore mascara,Best,semrush,14800,Commercial,14800,29,0.14
best face wash,Best,semrush,14800,Commercial,14800,28,1.02
best fantasy books,Best,semrush,14800,Commercial,14800,28,0.07
best fishing spots near me,Best,semrush,14800,Commercial,14800,27,1.0
best foundation,Best,semrush,14800,Commercial,14800,23,1.25
best friend tattoos,Best,semrush,14800,Commercial,14800,29,0.14
best gamecube games,Best,semrush,14800,Commercial,14800,22,0.38
best games,Best,semrush,14800,Commercial,14800,27,0.83
best hiking shoes,Best,semrush,14800,Commercial,14800,26,0.68
best historical fiction books,Best,semrush,14800,Commercial,14800,24,0.08
best honeymoon destinations,Best,semrush,14800,Commercial,14800,27,0.57
best mouthwash,Best,semrush,14800,Commercial,14800,26,0.48
best pokemon tcg pocket decks,Best,semrush,14800,Commercial,14800,27,11.44
best restaurants in charleston sc,Best,semrush,14800,Commercial,14800,13,0.19
best rizz lines,Best,semrush,14800,Commercial,14800,29,0.01
best seafood restaurants near me,Best,semrush,14800,Transactional,14800,27,0.39
best setting spray,Best,semrush,14800,Commercial,14800,24,0.19
best shower heads,Best,semrush,14800,Commercial,14800,29,0.61
best steak marinade,Best,semrush,14800,Informational,14800,29,0.06
best stud finder,Best,semrush,14800,Commercial,14800,20,0.43
best time to post on tiktok today,Best,semrush,14800,Commercial,14800,29,1.07
best time to visit costa rica,Best,semrush,14800,Commercial,14800,15,0.6
best time to visit iceland,Best,semrush,14800,Commercial,14800,27,0.63
best top load washer,Best,semrush,14800,Commercial,14800,24,0.48
best trail running shoes,Best,semrush,14800,Commercial,14800,25,0.54
best vodka,Best,semrush,14800,Commercial,14800,28,0.24
best way to reheat steak,Best,semrush,14800,Informational,14800,25,0.01
best whole house water filtration system,Best,semrush,14800,Commercial,14800,25,3.79
best wingstop flavors,Best,semrush,14800,Commercial,14800,23,0.03
best y level for diamonds,Best,semrush,14800,Commercial,14800,28,0.01
bank is the best,Best,semrush,12100,Commercial,12100,26,7.75
best artificial christmas trees,Best,semrush,12100,Commercial,12100,21,1.01
best bagels nyc,Best,semrush,12100,Commercial,12100,18,0.06
best bbq in austin,Best,semrush,12100,Commercial,12100,28,0.07
best beaches in the world,Best,semrush,12100,Commercial,12100,29,0.2
best body lotion,Best,semrush,12100,Commercial,12100,29,0.33
best body wash for men,Best,semrush,12100,Commercial,12100,20,0.64
best books 2025,Best,semrush,12100,Commercial,12100,28,0.11
best boxers of all time,Best,semrush,12100,Commercial,12100,25,0.68
best breed for laying hens,Best,semrush,12100,Commercial,12100,27,0.05
best brunch nyc,Best,semrush,12100,Commercial,12100,29,0.25
best champagne,Best,semrush,12100,Commercial,12100,23,0.38
best christmas movies of all time,Best,semrush,12100,Commercial,12100,29,0.04
best cinnamon roll recipe,Best,semrush,12100,"Informational, Commercial",12100,20,0.09
best controller for pc,Best,semrush,12100,Commercial,12100,25,0.37
best convertible car seat,Best,semrush,12100,Commercial,12100,20,0.39
best countertop ice maker,Best,semrush,12100,Commercial,12100,18,0.65
best dog breeds,Best,semrush,12100,Commercial,12100,22,0.06
best dog food for allergies,Best,semrush,12100,Commercial,12100,22,3.65
best drugstore shampoo,Best,semrush,12100,Commercial,12100,27,0.39
best drummers of all time,Best,semrush,12100,Commercial,12100,28,0.02
best electric lawn mower,Best,semrush,12100,Commercial,12100,29,0.47
best energy drink,Best,semrush,12100,Commercial,12100,29,2.56
best espresso machine for home,Best,semrush,12100,Commercial,12100,27,0.62
best eyelash growth serum,Best,semrush,12100,Commercial,12100,25,1.59
best fantasy football names,Best,semrush,12100,Commercial,12100,24,0.03
best firm mattress,Best,semrush,12100,Commercial,12100,27,4.3
best golf bags,Best,semrush,12100,Commercial,12100,28,0.74
best golf balls,Best,semrush,12100,Commercial,12100,20,0.25
best golf shoes,Best,semrush,12100,Commercial,12100,27,0.92
best hikes near me,Best,semrush,12100,Commercial,12100,17,1.08
best hiking boots,Best,semrush,12100,Commercial,12100,27,0.41
best iphone 16 pro case,Best,semrush,12100,Commercial,12100,21,0.56
best is best,Best,semrush,12100,Commercial,12100,25,1.1
best lip stain,Best,semrush,12100,Commercial,12100,27,0.36
best memory foam mattress,Best,semrush,12100,Commercial,12100,29,4.98
best oil change near me,Best,semrush,12100,Transactional,12100,29,2.55
best onlyfans,Best,semrush,12100,Commercial,12100,21,0.44
best parks near me,Best,semrush,12100,Transactional,12100,23,1.29
best pellet smoker,Best,semrush,12100,Commercial,12100,16,0.65
best places to stay on maui hawaii,Best,semrush,12100,Commercial,12100,22,1.88
best plug in hybrid,Best,semrush,12100,Commercial,12100,24,1.2
best practice analyser,Best,semrush,12100,Commercial,12100,29,2.18
best ps1 games,Best,semrush,12100,Commercial,12100,23,0.66
best tequila for margaritas,Best,semrush,12100,Commercial,12100,29,0.39
best time to visit alaska,Best,semrush,12100,Commercial,12100,24,0.58
best time to visit thailand,Best,semrush,12100,Commercial,12100,20,0.55
best vacation spots,Best,semrush,12100,Commercial,12100,28,0.46
best vacuum for hardwood floors,Best,semrush,12100,Commercial,12100,24,0.84
best vampire movies,Best,semrush,12100,Commercial,12100,28,0.03
best wet cat food,Best,semrush,12100,Commercial,12100,26,1.32
best white elephant gifts,Best,semrush,12100,Commercial,12100,26,0.19
best wii games,Best,semrush,12100,Commercial,12100,26,0.26
best windshield wipers,Best,semrush,12100,Commercial,12100,25,0.26
best xbox games,Best,semrush,12100,Commercial,12100,29,0.02
best zero turn mower,Best,semrush,12100,Commercial,12100,19,0.5
best zoos in the us,Best,semrush,12100,Commercial,12100,23,1.17
beef cuts best,Best,semrush,9900,Commercial,9900,27,0.18
best 3rd row suv,Best,semrush,9900,Commercial,9900,29,2.92
best anc headphones,Best,semrush,9900,Commercial,9900,29,0.54
best basketball books,Best,semrush,9900,Commercial,9900,23,0.21
best beaches in puerto rico,Best,semrush,9900,Commercial,9900,20,0.57
best binoculars,Best,semrush,9900,Commercial,9900,29,0.48
best breakfast in las vegas,Best,semrush,9900,Commercial,9900,28,0.21
best christian publishers,Best,semrush,9900,Commercial,9900,25,5.41
best cordless vacuum for pet hair,Best,semrush,9900,Commercial,9900,28,1.22
best cruise lines for families,Best,semrush,9900,Commercial,9900,28,1.08
best dad jokes ever,Best,semrush,9900,Commercial,9900,24,0.02
best dallas brunch restaurants,Best,semrush,9900,Commercial,9900,24,0.41
best diaper rash cream,Best,semrush,9900,Commercial,9900,21,0.26
best donuts,Best,semrush,9900,Commercial,9900,28,0.58
best drugstore foundation,Best,semrush,9900,Commercial,9900,23,0.18
best espresso martini recipe,Best,semrush,9900,Informational,9900,22,0.88
best eyebrow pencil,Best,semrush,9900,Commercial,9900,23,0.35
best fish and chips near me,Best,semrush,9900,Transactional,9900,20,0.64
best font for resume,Best,semrush,9900,Commercial,9900,19,0.1
best gifts for 1 year old,Best,semrush,9900,Commercial,9900,18,0.3
best gin,Best,semrush,9900,Commercial,9900,21,0.34
best green tea,Best,semrush,9900,Commercial,9900,21,0.43
best hand cream,Best,semrush,9900,Commercial,9900,20,0.37
best home gym equipment,Best,semrush,9900,Commercial,9900,18,1.42
best immersion blender,Best,semrush,9900,Commercial,9900,26,0.49
best induction cookware,Best,semrush,9900,Commercial,9900,27,0.95
best inexpensive mattress,Best,semrush,9900,Commercial,9900,17,2.85
best iphone 16 pro max case,Best,semrush,9900,Commercial,9900,21,0.55
best knock knock jokes,Best,semrush,9900,Commercial,9900,21,0.02
best lip balm for dry lips,Best,semrush,9900,Commercial,9900,28,0.33
best marvel rivals characters,Best,semrush,9900,Commercial,9900,24,0.01
best mattress for heavy people,Best,semrush,9900,Commercial,9900,15,6.45
best men's deodorant,Best,semrush,9900,Commercial,9900,22,0.48
best midsize truck,Best,semrush,9900,Commercial,9900,23,2.52
best movies on disney plus,Best,semrush,9900,Commercial,9900,28,0.43
best nails,Best,semrush,9900,Commercial,9900,25,0.91
best non alcoholic beer,Best,semrush,9900,Commercial,9900,28,0.62
best online thrift stores,Best,semrush,9900,Commercial,9900,29,0.92
best part of meat,Best,semrush,9900,Commercial,9900,18,0.15
best philly cheesesteak in philly,Best,semrush,9900,Commercial,9900,27,0.52
best places to travel in december,Best,semrush,9900,Commercial,9900,18,0.62
best places to visit in italy,Best,semrush,9900,Commercial,9900,26,0.71
best plug in hybrid suv,Best,semrush,9900,Commercial,9900,24,1.76
best pokemon cards,Best,semrush,9900,Commercial,9900,22,0.27
best power bank,Best,semrush,9900,Commercial,9900,28,0.39
best probiotics for vaginal health,Best,semrush,9900,Commercial,9900,29,1.45
best purple shampoo,Best,semrush,9900,Commercial,9900,23,0.3
best questions to ask in an interview,Best,semrush,9900,Commercial,9900,27,0.06
best restaurants in philadelphia,Best,semrush,9900,Commercial,9900,26,0.31
